31,3,3,8,5,4,9,4,1,6
41,0,0,8,3,0,3,0,2,2
13,4,2,4,0,3,0,2,2,1
177,23,78,37,20,9,38,20,34,35
22,0,0,1,0,0,3,0,2,0
24,7,9,3,9,4,14,14,9,11
24,6,0,10,0,1,10,0,4,0
39,0,1,0,0,2,3,4,8,3
115,6,2,15,7,5,22,12,12,11
36,13,0,8,4,8,9,3,3,6
52,2,0,5,4,3,7,4,9,4
38,4,7,1,4,1,6,2,5,3
27,3,1,7,11,5,4,4,9,4
64,5,3,6,4,2,12,5,9,11
29,5,8,0,0,0,2,0,2,1
69,1,7,1,0,1,3,9,4,5
34,6,23,1,1,1,3,1,11,1
41,0,2,2,1,2,4,0,2,3
44,3,6,11,13,11,13,6,7,17
83,7,14,35,10,12,9,8,11,10
44,1,2,9,1,3,9,1,5,6
114,8,2,5,1,1,19,8,21,11
71,5,0,14,0,4,21,4,12,3
84,7,10,4,3,3,5,8,26,15
17,1,0,0,0,1,1,1,2,3
38,0,3,0,0,0,8,0,4,1
30,2,0,6,0,4,3,2,6,1
26,0,0,1,8,0,4,7,5,6
17,5,2,8,1,5,3,6,7,3
34,1,0,2,0,0,5,2,1,3
27,2,0,3,2,1,7,6,5,7
36,6,7,1,1,2,5,3,0,5
39,3,1,1,2,4,3,5,18,3
41,6,5,7,2,6,8,5,8,8
20,2,0,0,0,0,3,3,3,1
45,2,6,2,3,3,7,13,10,12
25,1,0,2,1,0,7,0,3,1
50,5,0,8,0,10,10,7,6,8
185,35,89,35,19,9,26,14,28,36
27,0,0,1,0,0,1,1,5,0
28,4,2,6,12,4,8,1,6,7
17,3,0,0,0,1,3,1,0,0
33,0,4,1,0,5,1,5,6,4
34,1,12,5,2,1,4,3,2,4
25,0,18,1,2,1,7,3,12,6
85,12,5,13,3,4,22,9,2,10
94,8,10,10,6,6,11,20,39,17
53,3,2,0,2,3,9,1,4,5
58,6,4,2,3,1,4,5,7,8
71,3,0,9,1,12,17,12,10,10
20,0,0,1,2,0,3,0,2,1
36,1,0,1,1,0,6,5,8,0
53,9,15,6,3,4,5,3,14,10
31,0,2,3,3,3,5,6,2,2
27,0,0,5,1,2,16,2,2,3
26,0,2,2,5,1,4,5,2,3
42,0,1,2,3,2,6,1,0,1
44,2,1,4,3,1,6,8,9,7
85,5,1,19,3,5,16,2,5,23
33,2,4,3,1,1,7,4,4,4
56,4,3,1,11,1,11,13,10,9
91,3,2,14,5,5,12,3,14,9
152,28,3,50,13,19,38,15,20,27
100,7,5,14,9,10,8,29,18,20
59,11,7,5,9,14,11,15,2,19
40,0,0,2,0,1,5,1,2,3
59,5,3,1,3,0,7,8,15,7
31,4,9,4,1,0,5,4,5,4
133,7,3,42,9,15,30,8,21,20
42,3,0,2,4,12,2,7,5,4
123,12,41,6,23,1,11,25,47,14
111,5,12,5,5,2,12,12,13,10
8,0,0,0,0,0,0,0,1,0
64,6,13,17,5,24,10,5,6,13
41,15,6,3,1,3,1,4,12,3
46,5,4,2,3,2,5,3,5,4
32,12,2,1,4,2,6,1,1,1
28,4,0,3,4,7,6,5,3,3
48,4,7,9,2,7,12,15,8,13
40,0,4,6,1,3,9,0,5,1
40,5,5,1,2,1,6,1,8,4
80,3,8,9,1,1,7,2,7,8
52,2,1,6,1,0,9,0,4,2
45,5,0,4,1,1,4,2,6,5
64,13,14,8,3,9,6,8,7,7
67,2,4,4,15,30,12,18,6,17
30,8,0,1,1,1,3,2,3,4
20,2,3,3,6,7,3,2,1,1
52,3,0,3,1,4,4,1,1,7
32,3,1,12,3,9,3,3,4,3
68,10,9,6,7,10,3,10,23,13
75,7,1,5,5,8,7,10,11,11
36,1,1,0,0,1,2,0,2,0
50,4,4,16,15,6,5,5,7,9
52,12,1,6,10,9,12,13,4,18
75,16,21,8,12,47,7,15,12,26
36,9,5,10,6,3,2,2,8,8
80,7,9,6,7,7,10,18,20,13
46,2,2,6,8,2,4,10,15,10
27,0,7,3,5,2,3,1,3,2
34,0,2,3,3,6,6,6,6,2
60,3,4,5,3,3,10,10,6,7
25,10,0,8,2,7,1,3,5,5
219,39,8,47,3,15,43,9,23,21
38,4,1,1,1,3,3,8,5,2
37,1,0,0,0,0,2,6,8,4
41,12,1,3,2,1,3,3,5,6
45,1,11,13,0,2,8,1,8,7
65,4,0,1,2,3,5,7,1,6
36,18,14,9,12,12,10,11,27,9
25,5,11,3,2,10,5,3,1,3
61,17,44,15,18,11,9,21,18,17
25,2,7,9,1,3,2,4,5,7
94,6,4,9,2,6,17,7,7,16
30,4,0,7,3,2,6,2,4,2
31,4,5,3,3,2,7,4,4,6
50,4,4,2,3,6,6,15,20,10
112,6,13,11,5,5,16,7,12,12
108,10,0,8,6,2,14,19,12,16
96,38,45,39,18,13,22,9,12,48
27,0,4,3,1,2,4,7,6,4
43,23,3,1,14,5,7,5,9,14
27,1,1,12,0,1,7,2,6,3
35,0,2,0,1,2,0,0,6,2
92,8,15,10,5,11,15,14,13,9
27,1,0,3,4,1,2,5,3,4
36,0,3,3,5,4,8,4,2,2
137,24,21,19,24,42,18,34,22,31
26,5,8,0,1,2,9,0,0,2
12,4,5,0,3,0,1,0,3,1
37,4,0,5,6,8,6,6,7,2
25,1,0,0,1,0,4,1,6,1
44,11,0,5,1,14,9,16,20,4
16,1,4,3,1,2,3,1,8,1
84,12,7,3,2,4,6,3,6,9
68,2,3,3,3,1,7,4,10,4
20,3,8,2,1,2,2,1,7,3
12,2,8,1,4,2,4,15,6,4
38,10,10,7,12,13,5,15,15,6
32,3,2,0,1,2,4,8,1,1
68,9,6,9,2,5,8,7,8,5
183,21,43,17,27,17,38,25,13,27
51,16,13,7,4,3,10,2,11,2
21,3,10,1,5,7,9,0,1,11
40,1,0,2,10,3,5,18,18,11
54,2,1,16,1,5,13,0,2,5
38,0,0,0,0,1,5,2,3,0
30,0,2,1,1,4,6,6,3,6
116,13,31,15,27,10,13,25,24,22
35,4,0,10,1,0,5,7,7,2
23,2,2,6,0,4,3,2,3,0
225,34,46,43,27,37,23,13,19,44
30,0,0,1,1,3,2,2,5,3
58,4,20,2,7,1,11,18,15,10
47,5,12,11,3,15,8,6,10,9
55,0,0,3,0,3,12,3,8,2
29,0,2,1,0,1,8,5,7,2
40,0,0,5,1,3,4,1,2,4
48,0,12,3,0,0,7,9,7,7
121,41,39,11,9,9,15,26,9,29
27,0,0,2,0,0,6,1,2,1
45,2,1,0,2,0,6,1,2,6
77,0,0,26,10,7,6,1,4,10
108,8,2,6,1,28,7,24,13,11
26,1,1,2,3,1,5,3,3,8
112,1,7,5,4,0,18,3,4,4
34,0,3,1,7,1,6,0,6,0
121,6,1,29,5,4,12,8,12,21
48,11,23,5,16,7,13,14,3,18
21,2,12,12,4,5,4,1,2,9
44,5,2,1,1,0,6,0,3,2
11,1,3,7,2,8,6,9,2,6
104,4,8,6,6,12,11,14,14,10
32,3,3,0,3,3,4,6,6,9
164,26,8,33,28,11,17,29,50,24
40,3,8,0,3,0,6,3,2,3
38,2,1,2,1,2,3,7,11,1
59,4,0,2,4,1,7,5,3,6
41,2,7,8,2,0,7,3,10,5
17,2,9,2,5,5,2,0,3,3
119,15,4,33,12,19,17,10,16,21
41,7,13,1,1,0,5,1,8,5
53,10,10,10,7,8,16,16,7,10
18,2,0,0,0,0,2,0,4,2
25,15,8,5,20,14,2,4,9,12
33,7,2,2,1,2,3,2,5,7
48,0,2,3,0,2,4,0,1,0
44,9,10,4,3,2,9,3,15,7
50,10,3,4,3,2,9,25,14,6
42,0,4,2,3,1,7,2,6,7
34,5,0,0,0,0,2,4,6,3
33,2,9,3,7,4,7,2,6,5
166,40,25,41,3,17,27,4,18,21
52,1,0,5,12,14,8,11,7,11
30,11,0,10,3,5,7,2,12,3
55,6,2,3,0,2,6,5,14,11
45,7,10,3,2,3,6,4,10,5
129,7,7,10,25,16,13,17,16,16
54,6,16,7,13,10,10,7,13,6
18,4,0,2,3,5,3,9,8,6
61,18,8,13,9,8,9,6,18,15
40,7,10,4,2,10,6,1,4,4
88,1,3,3,4,2,10,6,7,13
84,13,7,31,34,14,25,11,14,25
37,3,0,2,1,5,6,2,9,6
41,10,11,1,2,2,6,7,6,3
71,9,14,5,2,3,9,4,14,6
119,17,7,17,11,11,22,6,7,16
31,2,2,2,0,0,2,2,7,0
28,2,5,3,0,2,6,3,4,4
223,20,27,5,22,13,25,12,24,30
41,3,2,8,0,1,6,4,4,3
78,7,9,6,11,0,15,5,11,10
62,8,0,14,22,13,12,12,20,18
45,4,4,3,0,1,5,3,6,1
41,4,1,6,4,3,8,10,8,7
41,8,0,1,1,2,10,11,13,3
99,12,31,7,10,7,8,22,16,21
71,10,4,12,23,2,16,9,12,18
42,7,10,1,0,2,2,1,1,4
83,18,1,10,1,1,3,2,4,10
27,1,0,1,0,1,4,0,2,3
27,2,2,3,1,2,6,1,6,6
95,9,16,18,2,5,24,4,15,13
59,6,1,3,6,7,13,5,10,11
40,5,2,6,1,4,11,2,1,2
34,2,0,4,0,2,7,1,6,2
46,1,3,1,2,0,6,1,5,5
35,4,5,2,3,4,6,1,7,5
28,1,0,1,2,3,3,0,7,6
31,2,4,1,1,4,3,2,1,5
30,2,6,2,1,0,0,0,4,1
44,3,2,5,2,2,5,17,10,7
37,2,0,4,7,4,5,0,1,6
28,4,1,6,1,2,7,2,2,4
82,5,0,5,1,4,7,9,11,6
118,1,4,4,10,24,16,15,9,28
38,7,6,5,3,2,4,2,6,11
40,1,3,3,2,1,4,0,3,2
48,2,0,2,0,2,7,1,2,1
39,7,0,2,0,4,5,2,6,4
61,13,18,6,10,10,11,4,9,2
63,3,8,3,1,2,11,3,4,8
161,10,20,16,32,14,25,16,30,29
74,5,26,16,20,32,15,32,31,39
60,7,34,13,12,10,11,17,9,23
36,0,3,1,0,0,3,2,5,1
63,3,4,14,5,4,8,2,9,5
75,12,9,10,1,3,9,4,14,13
137,35,41,27,17,37,16,29,32,34
41,5,10,4,5,2,4,3,8,3
12,0,0,2,0,0,3,1,0,3
56,2,0,8,9,4,12,13,24,7
52,2,0,9,9,4,5,8,6,5
56,13,0,7,1,3,7,3,4,7
81,6,4,4,10,12,11,5,7,13
8,3,3,2,0,0,1,2,2,1
46,0,3,3,1,1,3,0,3,3
87,7,0,6,10,3,6,11,17,11
26,1,4,1,1,3,1,0,1,5
46,6,0,1,2,5,6,6,11,9
39,2,6,12,1,6,6,0,11,8
46,10,11,2,2,1,4,7,8,10
28,0,0,3,0,1,5,7,4,4
14,5,2,1,1,3,1,2,2,5
11,1,0,1,1,2,3,1,1,3
51,2,4,1,0,0,9,1,5,3
35,3,0,7,3,3,8,3,4,10
42,5,13,9,4,3,6,3,7,4
47,6,13,0,2,2,6,1,8,8
45,4,11,8,1,3,4,4,13,8
59,11,16,7,3,5,6,12,21,4
75,10,6,12,3,3,13,6,19,9
43,4,1,5,0,2,4,1,6,2
154,18,50,20,34,4,16,44,23,37
86,15,17,13,2,2,11,12,24,14
46,19,2,8,6,2,4,4,6,7
15,1,0,2,2,0,4,2,5,2
14,0,3,1,0,0,0,1,7,1
34,4,0,2,0,1,5,0,1,2
38,9,2,2,4,12,4,10,6,6
69,9,11,8,4,3,5,6,14,3
160,17,1,12,8,21,19,23,22,18
68,14,4,1,2,1,12,1,3,7
20,2,4,2,5,3,5,5,10,3
46,0,2,5,0,5,4,10,8,3
49,3,2,5,2,1,5,1,8,1
5,2,0,0,2,6,4,2,0,0
43,3,29,5,6,10,8,6,12,17
33,1,4,1,1,2,6,1,3,2
17,0,0,6,1,5,3,18,6,2
23,7,4,3,6,2,2,2,6,10
104,6,4,18,4,5,18,6,8,9
10,0,0,0,1,0,0,1,0,0
13,1,2,0,0,2,3,0,3,1
24,3,0,2,0,3,6,3,9,7
47,0,0,1,0,2,2,2,5,4
36,4,11,5,4,1,1,5,5,5
47,0,3,0,0,1,1,0,4,5
104,23,0,16,1,5,11,2,34,10
143,23,12,22,4,13,18,8,22,13
37,2,8,3,1,1,9,1,5,6
29,1,4,1,12,0,5,0,2,2
68,4,26,5,10,3,10,4,17,8
39,2,4,2,7,4,9,12,7,2
42,7,9,5,3,2,8,6,10,2
34,1,4,7,9,1,6,4,8,6
30,3,0,5,1,0,8,5,13,2
20,6,6,7,6,7,4,13,12,2
34,1,0,0,1,0,5,5,7,5
141,14,36,25,16,25,15,23,22,39
84,5,22,14,17,8,15,9,28,20
105,24,15,10,12,17,17,18,18,25
44,5,2,2,0,0,0,0,6,7
97,14,15,25,4,5,6,14,12,14
38,0,5,9,1,4,4,0,4,4
65,5,5,7,2,28,13,9,4,13
44,9,2,12,1,9,10,2,10,3
31,1,4,5,1,3,7,4,4,5
18,2,3,1,3,2,2,1,7,2
27,3,2,5,2,2,5,3,2,5
63,2,0,0,0,0,7,3,9,4
52,0,2,0,0,0,8,3,1,4
56,5,9,16,2,5,5,3,12,9
51,3,9,0,1,1,5,0,5,8
9,0,1,0,0,0,1,0,5,1
24,2,2,4,8,1,7,4,6,3
36,1,0,1,0,2,2,1,4,2
147,14,20,10,6,12,22,26,20,23
40,6,7,3,1,1,7,3,7,4
43,0,4,1,0,1,6,2,2,2
54,4,24,8,11,24,7,30,32,13
47,3,0,0,0,2,2,7,1,5
33,3,2,2,0,2,9,0,4,3
68,4,1,1,2,4,17,6,4,5
34,3,1,4,1,0,4,0,4,2
70,3,4,6,0,4,6,3,1,6
18,0,6,1,2,3,4,1,4,0
14,3,6,0,0,1,1,0,5,0
45,17,12,11,4,6,3,12,12,9
50,12,0,7,0,37,7,12,10,18
16,3,1,0,1,1,2,3,5,1
70,18,3,8,16,14,11,9,17,14
40,3,14,4,4,0,0,0,11,2
22,8,5,5,0,0,3,1,5,4
39,0,3,2,3,3,4,5,8,4
116,3,2,7,1,2,5,5,14,12
92,22,14,12,7,8,13,23,22,20
60,5,0,9,5,4,6,11,15,8
34,2,3,3,2,5,3,2,4,2
56,14,11,22,15,7,9,8,15,21
33,6,1,0,1,5,2,16,7,5
25,2,0,2,0,3,1,0,4,2
81,3,1,7,3,6,11,8,15,14
137,11,20,19,21,14,23,27,42,31
64,7,3,14,6,7,16,5,6,5
33,2,1,6,0,4,2,5,7,5
60,7,0,5,1,2,7,4,8,5
38,0,11,5,2,1,4,2,5,2
58,0,0,6,6,2,8,4,4,4
132,13,29,12,26,10,20,21,24,23
30,3,2,0,5,6,10,5,1,12
31,5,6,5,2,1,3,12,3,5
40,4,10,3,4,3,3,4,2,6
34,2,26,9,11,5,3,5,16,10
12,0,2,0,1,1,1,2,1,1
134,8,7,46,35,29,39,7,9,40
218,34,49,15,4,13,22,14,41,12
59,1,6,1,1,3,10,2,7,4
20,1,2,0,4,1,5,2,6,8
32,2,6,6,11,2,9,11,9,12
59,10,4,7,7,10,8,7,14,3
24,0,20,8,7,10,4,7,3,11
35,1,2,4,5,4,9,9,0,9
12,5,6,3,1,3,1,1,2,5
18,2,3,7,2,0,5,15,4,5
44,4,0,6,2,3,8,14,6,10
102,30,36,36,19,16,24,17,16,31
100,12,15,8,8,0,5,3,25,7
39,5,5,2,4,1,7,3,14,5
32,1,0,3,14,0,15,2,6,13
47,5,0,5,1,0,2,3,5,7
139,32,16,31,5,27,18,10,20,22
36,1,0,1,3,4,8,4,13,5
31,2,8,6,3,9,5,2,11,6
52,6,4,10,3,5,2,7,19,14
161,12,46,3,11,0,6,7,82,14
28,2,9,6,12,5,6,9,10,10
67,0,2,2,2,0,8,4,5,8
15,1,0,3,1,5,5,6,7,7
43,5,3,2,1,1,8,0,6,2
194,12,4,19,8,10,25,42,35,23
37,2,2,0,2,2,6,2,0,3
11,1,0,0,0,1,2,1,1,3
174,3,5,21,39,21,34,16,11,28
45,5,21,17,16,3,6,3,8,10
60,8,5,3,0,4,10,5,3,6
38,5,6,5,1,2,5,2,5,7
16,1,6,2,11,2,2,1,4,1
79,6,6,16,9,12,16,24,18,17
62,19,6,7,6,12,1,15,15,10
85,2,0,4,0,1,5,2,11,3
25,4,7,6,9,1,3,2,4,9
69,6,2,1,0,1,13,5,6,3
33,0,3,4,9,1,1,2,6,2
57,0,3,1,3,0,5,5,12,5
41,3,7,4,14,0,3,12,9,11
56,3,0,10,3,3,6,4,6,11
41,3,5,4,3,4,5,1,1,6
35,8,4,2,2,1,6,3,3,7
104,4,0,5,3,3,8,7,9,13
62,9,5,13,2,15,14,3,8,8
26,4,4,3,4,1,2,2,5,1
27,2,1,8,1,12,7,7,9,6
32,1,11,0,3,2,2,4,5,6
74,4,4,11,12,4,19,8,10,11
94,5,4,1,3,6,16,17,10,13
24,1,0,0,1,0,2,0,3,2
39,1,2,1,1,0,6,2,2,7
99,5,4,13,4,9,17,9,12,21
30,1,19,1,1,1,3,0,3,7
17,2,3,0,1,4,4,6,3,2
39,0,1,6,0,2,6,0,6,3
16,0,0,0,0,0,0,0,6,0
28,0,5,0,1,0,1,0,5,1
67,5,0,6,11,10,13,3,15,5
80,10,18,18,29,13,16,20,15,23
117,8,8,8,4,5,14,11,19,13
40,1,0,5,2,9,6,13,10,4
70,9,7,3,16,1,11,18,20,8
94,14,31,13,29,31,12,13,10,16
117,11,18,12,6,12,14,13,19,18
35,3,2,6,4,2,11,11,9,1
180,8,12,15,14,11,34,54,37,18
38,1,2,1,0,1,5,0,7,3
23,1,2,0,4,0,4,1,4,4
64,5,2,18,14,9,5,1,4,8
35,2,4,4,3,2,3,2,7,3
40,0,0,3,3,1,6,6,3,1
30,0,13,3,4,0,1,4,10,3
41,2,3,2,3,4,0,2,3,2
48,2,0,2,4,9,6,5,9,3
17,0,0,0,0,0,3,1,3,1
40,9,5,3,18,7,5,0,6,10
37,1,0,0,1,1,6,6,8,5
69,11,7,5,17,6,9,25,13,15
34,3,19,1,1,5,8,0,3,4
51,24,5,12,5,4,13,2,9,4
67,6,1,9,5,3,7,2,21,8
6,1,1,0,0,0,4,0,0,0
65,12,29,31,24,27,25,9,2,23
89,1,4,12,15,2,16,5,3,18
16,0,0,0,0,0,3,1,1,2
40,2,0,0,0,0,5,1,11,6
46,3,13,4,3,3,9,3,22,7
18,2,8,0,4,2,3,1,12,4
25,1,0,4,10,11,6,6,2,9
37,1,6,4,0,1,4,0,2,2
39,7,19,17,23,19,7,9,9,17
24,2,0,2,4,1,3,1,0,7
52,1,4,5,2,7,7,14,7,14
69,7,19,12,6,18,14,15,10,10
102,9,3,6,2,17,15,50,16,14
29,2,17,2,4,3,3,9,4,7
74,4,1,6,3,2,14,12,21,11
42,1,7,12,2,1,3,2,5,5
40,4,1,5,1,3,3,0,1,6
104,47,7,19,11,17,13,46,38,17
51,11,2,2,3,7,3,13,11,4
91,12,29,8,12,16,9,19,23,21
28,16,11,6,3,8,1,4,0,4
27,6,1,4,0,0,2,2,6,3
40,1,6,0,0,0,5,1,4,7
23,13,6,1,1,3,4,6,8,5
45,3,13,2,2,0,8,3,13,4
33,0,0,1,0,1,3,8,11,1
103,10,47,13,19,14,24,25,23,24
37,2,0,2,0,1,6,2,4,1
20,2,0,1,0,2,1,3,5,4
83,10,11,9,10,8,17,15,12,11
78,3,21,3,6,2,14,3,6,8
23,6,0,0,0,3,1,2,2,3
34,14,3,1,8,0,2,2,6,5
14,0,2,1,1,1,4,1,3,0
100,6,8,7,0,1,13,11,23,9
25,2,2,7,0,5,6,5,7,7
61,8,1,9,2,7,13,1,20,7
113,17,35,14,23,14,18,25,17,16
55,1,6,4,2,1,3,2,8,2
57,5,1,2,5,3,9,6,5,4
40,3,3,0,0,1,3,4,5,3
35,1,2,0,1,1,4,4,6,5
22,3,4,2,1,1,3,0,1,5
47,5,0,2,2,0,9,7,9,3
258,14,12,59,24,11,36,8,28,27
24,4,0,5,4,4,1,1,6,8
22,4,4,6,1,0,7,3,2,2
41,6,10,9,8,18,6,2,2,12
81,10,15,4,6,3,11,6,20,21
136,7,26,24,12,10,18,12,15,20
29,0,0,1,3,1,6,6,3,8
82,1,0,14,2,2,9,3,12,9
38,9,25,7,3,3,5,1,10,4
63,14,33,6,14,6,3,9,19,18
42,0,2,1,0,0,9,5,4,3
16,3,0,3,9,7,6,3,3,2
42,3,2,4,9,7,9,10,11,5
20,3,2,0,2,0,6,4,10,4
34,2,0,2,3,0,5,4,8,0
31,3,11,7,5,8,8,7,17,7
40,2,10,2,2,0,7,1,3,3
53,2,1,0,3,6,12,2,1,1
13,2,3,0,1,2,0,0,4,1
24,1,4,0,0,2,5,0,2,1
33,2,1,0,0,3,6,3,5,1
109,5,12,6,9,21,17,7,3,12
103,7,0,1,1,6,10,16,7,7
24,2,5,3,6,2,2,1,3,1
14,0,0,1,0,0,4,0,4,1
71,7,17,21,8,15,13,9,21,13
27,8,7,1,0,1,1,1,1,3
115,18,15,12,6,3,14,26,15,22
53,4,11,1,0,0,8,6,7,3
119,7,1,2,2,3,14,10,24,9
31,9,8,3,1,9,7,5,11,7
12,2,1,2,1,0,0,2,3,1
85,10,0,2,0,0,17,14,18,11
32,6,7,2,0,1,2,2,17,2
87,10,14,4,3,3,8,7,16,13
36,8,11,11,11,5,6,10,13,10
16,1,0,0,0,0,2,0,1,0
66,22,1,5,0,3,8,5,9,6
26,0,1,2,5,2,7,1,6,3
28,2,3,7,2,7,7,3,3,2
40,4,3,7,4,2,3,1,6,7
71,28,14,4,26,14,11,20,21,13
92,24,7,6,1,1,12,10,12,12
54,11,9,6,17,6,12,25,26,17
26,4,0,4,0,2,10,3,2,2
135,19,45,22,32,15,23,28,33,32
51,4,6,2,3,3,9,3,10,3
89,24,2,20,7,4,7,5,26,13
30,6,2,13,4,3,7,1,3,7
52,2,2,1,1,0,8,2,5,1
32,6,3,5,9,9,3,4,10,11
92,11,6,9,9,10,10,13,20,20
38,4,9,1,11,0,5,4,12,11
30,7,0,2,0,1,7,1,1,1
42,14,4,5,0,4,5,5,19,6
42,1,4,1,0,1,6,3,3,4
18,2,13,2,7,6,5,9,7,10
57,10,6,5,12,2,14,7,21,8
74,13,0,1,1,3,10,3,3,5
85,18,11,4,17,13,21,15,17,28
17,0,4,1,0,0,3,0,7,2
22,9,2,3,3,3,6,2,3,2
97,3,1,20,10,2,14,8,9,5
26,8,0,1,5,2,4,5,3,5
14,1,4,0,3,0,2,0,3,2
52,1,1,2,0,4,5,2,2,3
28,0,0,2,0,0,8,0,2,0
132,24,7,3,5,8,15,6,11,12
10,1,5,1,1,1,6,0,2,1
32,5,24,6,6,3,11,10,31,7
27,2,0,3,0,1,9,1,9,2
42,8,2,5,4,8,1,13,11,8
13,5,1,2,1,1,1,2,0,6
43,5,7,7,6,4,9,3,5,10
24,0,2,2,3,0,8,1,4,2
46,9,5,4,12,8,7,6,8,26
149,18,12,19,10,11,23,20,43,14
38,4,6,18,14,15,2,16,5,11
35,0,12,4,1,1,5,1,1,1
26,1,1,1,9,3,4,5,4,11
39,1,1,5,0,4,2,1,1,1
104,19,4,8,16,17,24,36,28,29
92,18,26,16,23,15,21,7,11,23
23,1,3,6,19,15,5,10,11,8
33,1,2,8,2,0,4,2,8,2
36,3,4,1,5,20,10,8,5,6
16,4,6,1,3,0,3,2,3,3
37,2,4,5,3,0,5,1,4,5
19,3,2,4,4,5,2,6,11,4
92,16,8,8,7,17,8,7,14,8
38,3,0,2,2,0,9,6,5,4
28,4,2,0,0,0,7,0,2,1
52,4,0,6,2,0,2,4,10,3
55,2,8,1,0,0,8,1,3,5
42,1,0,1,2,0,8,2,1,0
100,8,9,2,15,10,11,17,10,19
65,12,1,1,1,0,16,0,6,4
47,13,19,5,2,4,6,4,11,10
45,1,0,9,2,14,12,3,8,3
86,12,11,5,10,11,13,4,10,15
37,1,3,1,0,1,6,5,2,5
16,0,0,0,0,0,5,0,1,1
53,0,1,3,0,0,4,4,14,5
35,1,0,4,0,5,4,2,2,4
65,10,2,3,5,2,7,4,2,9
49,7,5,6,8,6,9,4,7,10
25,2,9,1,0,3,3,3,3,3
28,8,0,7,5,2,2,2,7,7
24,3,0,1,6,9,3,6,7,6
111,9,1,21,2,14,23,19,12,15
38,0,0,0,0,3,5,4,4,2
50,4,7,3,6,6,7,5,6,9
50,3,1,3,0,1,7,3,6,6
41,3,0,6,0,2,4,4,6,2
78,6,20,21,3,9,15,9,13,10
21,2,0,1,2,2,7,3,3,2
36,3,2,2,3,3,5,12,6,2
66,5,11,15,3,6,12,3,4,5
28,3,17,10,3,16,12,1,2,11
55,6,0,7,2,3,10,3,9,8
50,4,6,3,16,6,12,23,10,12
40,3,1,4,0,1,8,1,3,2
65,5,2,12,0,8,9,1,4,8
24,8,1,1,7,6,3,6,1,8
32,1,2,2,2,0,1,2,8,4
34,11,13,5,5,3,5,3,4,6
29,5,3,22,1,13,7,4,6,11
84,9,17,14,9,10,12,14,41,19
67,1,0,1,0,1,7,0,5,8
12,0,1,1,2,2,3,6,0,3
72,9,0,5,2,3,8,4,12,4
7,0,7,1,1,0,0,1,6,2
58,18,6,26,4,14,13,9,9,9
45,1,1,6,2,3,6,1,4,2
17,0,5,0,0,0,3,2,5,3
6,0,1,0,5,1,2,2,6,2
103,17,41,10,12,9,8,11,17,29
46,2,30,6,27,3,7,2,5,16
28,4,7,5,3,3,3,0,2,7
53,1,8,1,3,3,8,3,5,3
22,1,4,1,0,2,5,3,6,1
48,5,10,9,3,6,5,9,10,8
34,1,4,1,1,0,2,1,2,7
